221,12.16,2.20,0,1,4,1,2
222,13.42,3.48,1,1,4,1,2
223,8.58,1.92,0,1,4,1,1
224,15.98,3.00,1,0,4,1,3
225,13.42,1.58,0,1,4,1,2
226,16.27,2.50,1,1,4,1,2
227,10.09,2.00,1,1,4,1,2
228,20.45,3.00,0,0,5,0,4
229,13.28,2.72,0,0,5,0,2
230,22.12,2.88,1,1,5,0,2
231,24.01,2.00,0,1,5,0,4
232,15.69,3.00,0,1,5,0,3
233,11.61,3.39,0,0,5,0,2
234,10.77,1.47,0,0,5,0,2
235,15.53,3.00,0,1,5,0,2
236,10.07,1.25,0,0,5,0,2
237,12.60,1.00,0,1,5,0,2
238,32.83,1.17,0,1,5,0,2
239,35.83,4.67,1,0,5,0,3
240,29.03,5.92,0,0,5,0,3
241,27.18,2.00,1,1,5,0,2
242,22.67,2.00,0,1,5,0,2
243,17.82,1.75,0,0,5,0,2
244,18.78,3.00,1,0,3,0,2

